Date & Time,Inside Temp - °C,Inside Hum - %,Temp - °C,Hum - %
1/1/20 0:00,22,58,27,69
1/1/20 0:10,22,58,27,69
1/1/20 0:20,22,58,27,69
1/1/20 0:30,22,58,26,69
1/1/20 0:40,22,58,26,69
1/1/20 0:50,22,57,26,69
1/1/20 1:00,22,58,26,69
1/1/20 1:10,22,57,26,69
1/1/20 1:20,21,57,26,69
1/1/20 1:30,21,58,26,69
1/1/20 1:40,21,57,26,69
1/1/20 1:50,21,57,26,69
1/1/20 2:00,21,57,26,69
1/1/20 2:10,22,57,26,69
1/1/20 2:20,22,57,26,69
1/1/20 2:30,23,57,26,69
1/1/20 2:40,23,57,26,69
1/1/20 2:50,24,58,26,69
1/1/20 3:00,24,58,26,69
1/1/20 3:10,24,58,26,69
1/1/20 3:20,24,58,25,70
1/1/20 3:30,25,58,26,70
1/1/20 3:40,25,58,25,71
1/1/20 3:50,25,59,25,71
1/1/20 4:00,25,59,25,72
1/1/20 4:10,25,59,25,73
1/1/20 4:20,25,59,25,73
1/1/20 4:30,26,59,25,74
1/1/20 4:40,26,59,25,75
1/1/20 4:50,26,59,25,75
1/1/20 5:00,26,59,25,75
1/1/20 5:10,26,59,25,75
1/1/20 5:20,26,59,25,76
1/1/20 5:30,26,59,25,76
1/1/20 5:40,26,59,25,75
1/1/20 5:50,26,59,25,75
1/1/20 6:00,26,58,25,75
1/1/20 6:10,27,58,25,75
1/1/20 6:20,27,58,26,74
1/1/20 6:30,28,58,26,74
1/1/20 6:40,28,57,26,74
1/1/20 6:50,28,57,26,73
1/1/20 7:00,28,57,26,72
1/1/20 7:10,28,56,27,71
1/1/20 7:20,29,56,27,69
1/1/20 7:30,29,56,27,69
1/1/20 7:40,29,55,27,68
1/1/20 8:00,29,55,27,67
1/1/20 8:10,30,54,28,66
1/1/20 8:20,30,53,28,65
1/1/20 8:30,30,53,29,64
1/1/20 8:40,30,53,29,64
1/1/20 8:50,30,52,29,62
1/1/20 9:00,31,52,30,58
1/1/20 9:10,31,52,30,56
1/1/20 9:20,31,51,30,54
1/1/20 9:30,31,50,31,53
1/1/20 9:41,31,50,31,54
1/1/20 9:50,31,49,32,52
1/1/20 10:00,31,48,32,49
1/1/20 10:10,32,48,32,49
1/1/20 10:20,32,48,32,49
1/1/20 10:30,32,47,33,47
1/1/20 10:40,32,47,33,48
1/1/20 10:50,32,46,33,46
1/1/20 11:00,32,46,34,45
1/1/20 11:10,32,46,34,44
1/1/20 11:20,32,45,34,43
1/1/20 11:30,33,44,35,41
1/1/20 11:40,33,45,35,40
1/1/20 11:52,33,44,35,40
1/1/20 12:00,33,43,35,38
1/1/20 12:10,33,43,35,38
1/1/20 12:20,33,43,35,38
1/1/20 12:30,33,42,35,37
1/1/20 12:40,33,42,35,35
1/1/20 12:50,33,42,36,34
1/1/20 13:00,33,41,36,34
1/1/20 13:10,33,40,36,33
1/1/20 13:20,33,40,36,34
1/1/20 13:30,33,40,36,34
1/1/20 13:40,33,40,36,34
1/1/20 13:50,33,40,36,34
1/1/20 14:00,33,40,35,36
1/1/20 14:10,33,39,36,36
1/1/20 14:20,33,39,36,36
1/1/20 14:30,33,39,36,35
1/1/20 14:40,33,39,35,36
1/1/20 14:50,33,39,35,37
1/1/20 15:00,33,39,35,37
1/1/20 15:10,33,39,35,36
1/1/20 15:20,33,38,35,37
1/1/20 15:30,33,38,34,39
1/1/20 15:40,33,38,34,39
1/1/20 15:50,33,38,34,40
1/1/20 16:00,33,39,34,41
1/1/20 16:10,33,39,33,42
1/1/20 16:20,33,39,33,42
1/1/20 16:30,32,39,33,42
1/1/20 16:40,32,39,32,43
1/1/20 16:50,32,39,32,44
1/1/20 17:00,32,39,32,44
1/1/20 17:10,32,36,32,45
1/1/20 17:20,30,37,31,46
1/1/20 17:30,28,40,31,47
1/1/20 17:43,27,42,31,47
1/1/20 17:50,26,43,31,48
1/1/20 18:00,26,44,31,49
1/1/20 18:10,25,45,30,50
1/1/20 18:20,24,45,30,50
1/1/20 18:30,24,46,30,50
1/1/20 18:40,24,47,30,51
1/1/20 18:52,23,47,30,51
1/1/20 19:00,23,48,29,52
1/1/20 19:10,23,48,29,52
1/1/20 19:20,23,48,29,53
1/1/20 19:30,23,58,29,53
1/1/20 19:40,23,51,29,53
1/1/20 19:50,23,50,29,54
1/1/20 20:00,23,49,29,54
1/1/20 20:10,23,51,28,54
1/1/20 20:20,23,50,28,54
1/1/20 20:30,23,50,28,54
1/1/20 20:40,23,50,28,53
1/1/20 20:50,23,49,28,53
1/1/20 21:00,22,52,28,52
1/1/20 21:10,22,50,28,52
1/1/20 21:20,22,50,28,53
1/1/20 21:30,22,50,28,53
1/1/20 21:40,22,51,28,53
1/1/20 21:50,22,50,28,54
1/1/20 22:00,22,51,27,55
1/1/20 22:10,22,50,27,57
1/1/20 22:20,22,51,27,57
1/1/20 22:30,22,51,27,59
1/1/20 22:40,22,52,27,60
